pk,jsondata,id,name,description,markup_description,unitparameter_pk,ord,version
203,,cs-9129144347005304,Contact with Quechua [41],"Contact with Quechua dates back to pre-Hispanic periods. In the mid-15th century, under Tupac Yupanqui, the Inca – in their plan for expansion to the south – invaded northern Chile and occupied the Mapuche territories reaching as far as the Maule River. Before long, the territory between the Copiapo Valley and the Maule River was politically incorporated into the Inca kollasuyu ‘southern empire’ (Mostny 1992). The imperial army followed by imperial officials and settlers imposed Inca rule and socio-cultural organization, the payment of tributes and taxes, and their language, Quechua, on the Mapuche people living in the area. This population also adopted Andean agricultural technology and soft metal working technology (for gold, silver, and copper). They were incorporated into the communal and collective work imposed by the Inca Empire and its socioeconomic system, as laborers, artisans, and soldiers. Finally, after strong resistance, by 1480 the central Mapuche repelled the Inca invasion, preventing the Inca army from conquering the local population south the Bío-Bío River. ; Inca domination was relatively brief since the Inca Empire collapsed around 1520 owing to the Spanish conquest. However, during the colonial domination, contact with Quechua may have continued through Quechua speakers who joined or were forced to join the Spanish army.; Although the Inca system had been fully installed in territories north of the Maule River and contact with Quechua continued during the colonial period, Inca cultural and linguistic influence on the Mapuche living south of the Itata and Bío-Bío Rivers was not profound (Cooper 1946). However, traces of this first contact can be found in a set of Quechua words borrowed in Mapudungun (see 5.2. and the Appendix). Finally, the presence of Quechua loanwords in the Ranquel variety, as well as the Mapudungun loanwords documented in the variety of Quechua spoken in northwestern Argentina (Nardi 1962), confirm the pre- and post-conquest relationship between the inhabitants of Argentina’s northwestern region and the Pampa and Patagonia regions.",,1,,1
204,,cs-9129144627370336,Contact with Spanish [41],"The first contact with Spanish dates back to 1536 when Pedro de Valdivia and the Spanish army invaded the Mapocho Valley, founding the city of Santiago de Chile. During the 16th century Chile’s indigenous population is estimated to have reached one million, and the Mapuche living between the Elqui Valley and the Island of Chiloé at around 600,000. The Mapuche are one of the last indigenous peoples in the Americas to resist European subjugation until the end of the 19th century. For more than three centuries the Mapuche fought against the Whites – first the Spaniards, and then the Chilean and Argentine national armies. It was only after 1880 that the Mapuche on both sides of the Andes were conclusively defeated (Smeets 1989, Golluscio 2006).; When the Spaniards invaded Chile, they easily conquered the indigenous territories formerly occupied by the Inca. However, the Mapuche south of the Bío-Bío River fiercely resisted Spanish attempts to establish forts and towns, attacking and destroying the conquerors’ settlements in the Araucanian territory again and again (Cooper 1946:696). As Jofré says, “The war of the Arauco cost Spain more than all the conquest of America” (cited in Smeets 1989:6).; In the mid-17th century, the king of Spain recognized Mapuche sovereignty from the Bío-Bío River to the town of Valdivia. This treaty allowed them to retain their language and own cultural practices over a long period, in addition to incorporating Spanish agricultural techniques and tools for the adoption of European plants and foods.  ; Particularly important in the Mapuche’s expansion to the eastern Andean territories and in their struggle against the Spaniards was the adoption and use of the horse in the early post-conquest period. This allowed them freedom of movement in their military campaigns, a means to cover wider distances, and a systematic exchange with peoples east of the Andes. Up to the end of the 17th century and the beginning of the 18th century, the interaction between peoples on both sides of the Andes was firmly established.  ; From the foundation of the nation-states in Argentina and in Chile in the second half of the 19th century, their population and economic development policies did not promote the integration of the indigenous peoples, but rather fostered their exclusion and extermination. Military attacks both in Chile and in Argentina defeated them after years of resistance. The pre-existing treaties were disregarded, the survivors were forced to occupy the poorest land, and the culture and language of their ancestors could only be practiced in domestic and inner domains. Hiding strategies were widely implemented by the Mapuche people. As in the rest of the Americas, language and culture have been transmitted through subjacent channels, “the deep rivers”, in the words of the Peruvian anthropologist and writer José Arguedas (Arguedas 1958).; However, the ongoing pressure of Spanish has been strong and the preservation of Mapudungun has become increasingly more difficult. In the 1990s, Salas emphasized the significant number of Mapuche people in Chile who were neither competent in Mapudungun nor in Spanish (Salas 1992). In Argentina, military domination was accompanied by a systematic and efficient Hispanicizing monolingual national program of primary education throughout the country that partly contributed to narrowing the domains to use the indigenous languages.",,1,,1
205,,cs-9129144478534868,Contact with Guaraní [41],,,1,,1
206,,cs-9129144247270988,Celtic to Proto-Germanic [11],,,1,,1
207,,cs-9129144785431307,French to Old High German [11],,,1,,1
208,,cs-9129144254128611,Greek to West Germanic [11],,,1,,1
209,,cs-912914496180598,Latin to Old High German [11],,,1,,1
210,,cs-9129144237566250,Latin to Proto-Germanic [11],,,1,,1
211,,cs-9129144842105063,Latin to West Germanic [11],,,1,,1
212,,cs-92111738211233765,Contact with Chinese [20],"In more recent time, Mandarin Chinese has undoubtedly influenced Oroqen. Although the period of time that Mandarin Chinese has been in intense contact with Oroqen is relatively short, it has had a strong impact on its lexicon and grammatical structures. Chinese seems to have impacted those areas that had the longest and most intensive contact with Chinese much more extensively, notably the southeastern and central dialect regions, than the areas that did not have any Han Chinese until after the settlement in the late 1950s and early 1960s. Chinese is by far the most powerful language that penetrated deep into the social fabric of the Oroqen affecting its social organization in a dramatic fashion resulting in the complete breakdown of the cohesion of this ethnic group leading to its rapid ceding to Chinese dominance in both language and culture.",,1,,1
213,,cs-9212213799298885,Portuguese contact [7],,,1,,1
214,,cs-92111739645128228,Contact with Russian [20],"Borrowings from Russian only affected Oroqen lexicon. Most of the Russian loans are found in the northeastern dialect. In that region, the Oroqen and the Russian communities are separated by the Amur River, residing right along that particular section of the Amur River. During winter months when the river is frozen solid, the natural barrier is removed making contact between the peoples relatively easy. When the relationship between China and Russia was good, frequent trade activities occurred leading to all kinds of interactions between the two sides. Such contact is cut off completely whenever the two nations became hostile to each other. This scenario occurred several times over the past few hundred years, which left their mark on the language system in the form of lexical borrowings. Interestingly enough, no grammatical structure borrowings from Russian in have been uncovered so far. It should be pointed out that it is possible that some of the Russian loans may have entered Oroqen before their migration across the Amur River into China.",,1,,1
215,,cs-9130145186323888,Colonial contact [35],This relates to the borrowings adopted by Otomi in the period that runs from the first contact with the Spaniards in the sixteenth century until the year 1950. In this period the contact with the Spanish speaking community was not yet so intense as in the last sixty years.,,1,,1
216,,cs-91301451875844292,Education and media [35],"This relates to borrowings adopted by Otomi after 1950, when the contact with the Spanish speaking community became more intense as a result of the building of roads, school education or contact with the media (radio, television, newspapers) and city life in general.",,1,,1
217,,cs-91301452461191679,Precolonial contact [35],"This relates to the borrowings from contact situations before the arrival of the Spanish around 1500. Arguably, the most important contact was with Nahuatl.",,1,,1
218,,cs-9129144769621566,Colonization [34],"Q’eqchi’ has been in contact with Spanish for nearly half a millenium. We subsume any contact situation with Spanish during the history of contact under the label “Colonization.” Since other kinds of contact situations are not documented, but must be inferred from the meaning of loanwords and other indirect evidence we do not list other contact situations.",,1,,1
350,"{""start_year"": 815, ""end_year"": 815}",a-12-0815,0815 [12],,,2,,1
222,,cs-9129144638753490,Cohabitation and trade with Polish and East Slavic speakers [8],Settlements in the immediate vicinity of speakers of the respective languages with a limited degree of mixing of populations; direct trade with speakers of the respective languages inside and outside predominantly Romanian-speaking areas.,,1,,1
223,,cs-912914464540041,Contact with Turkish through administration and trade [8],Long-term political and administrative imposition from the Ottoman Empire; intense trade links.,,1,,1
224,,cs-9129144560813881,English as cultural model [8],"Donor language symbolizes advancement, prestige and modernity; contact is mainly indirect, often via other languages, but nevertheless relatively common due to its wide-spread presence in the media.",,1,,1
225,,cs-9129144628209425,"French, Italian and Latin as cultural models [8]","Donor languages spoken or studied by the wealthier classes and acquiring a high social status (French), with members of the wealthier classes travelling to, and studying in, France.",,1,,1
298,,cs-9129144899177971,Introduction of Buddhism from India [25],,,1,,1
231,,cs-96181526376924059,"Russian traders, tribute collectors, government officials [19]","In this period, contact with Russians was limited predominantly to collectors of tribute payments, traders, government officials, missionaries, and later on, political exiles. In the early years of Russian colonization, contact was minimal; in the 18th and 19th centuries it would have been somewhat more intense. However, in this period a number of Russians living in Yakutia spoke Sakha, which became the lingua franca of the region (Forsyth 1992: 165; Maslova & Vaxtin 1996). Thus, during this time period the contact was mainly cultural, with the importation of a number of previously unknown items (bread, tobacco, firearms, vodka, books, etc).",,1,,1
232,,cs-9618152626116720,Sakha-Tungusic contact after migration north [19],"This contact situation is rather enigmatic. We assume that the borrowings took place after the ancestors of the Sakha migrated to the north, so that in part it is a contact situation characterized by newcomers in need of words to describe the new fauna and flora. However, the social type of contact is very hard to elucidate: on the one hand, there is no genetic evidence for large-scale intermarriage, though some female admixture between Sakha and Evenks cannot be ruled out (Pakendorf et al. 2006). On the other hand, there is evidence of Evenki influence in structural domains (schematic copying, diffusion of pattern and not form), indicating some fairly intense linguistic contact on the part of the Sakha ancestors (Pakendorf 2007: 303-323).",,1,,1
233,,cs-9129144489043015,Amerindian contact [36],"This is a cover category for a range of contact situations that Saramaccans would have had with local Amerindian tribes, including Arawakan and Carib groups.  I had insufficient information regarding contact with individual tribes to subdivide this contact situation further.  Early on in Saramaccan society, there is some indication that Amerindian women were taken as wives into the Saramaccan community. Trade contact persisted between the Saramaccans and Amerindian groups for centuries, with the Saramaccans serving as an important conduit for coastal goods to Amerindians. The bulk of Amerindian loanwords into Saramaccan are for terms for South American flora and fauna.",,1,,1
234,,cs-9129144622334879,Dutch contact [36],"The Netherlands took control of Suriname in 1667, very shortly after the colony was founded by the English. Though the country is now independent, Dutch continues to be the official language of Suriname, and it serves as the standard language of instruction. Dutch has never been the lingua franca of Suriname, however. While there is a significant stratum of Saramaccan vocabulary that is ultimately of Dutch origin, much of this entered the language through the intermediation of Sranan, the urban and coastal creole, which serves as something like a lingua franca for the country.",,1,,1
235,,cs-912914460919613,Early Atlantic English-based creole African contact [36],"For the purposes of this project, this is a relatively unimportant contact situation. It is used to describe a reconstructed contact situation through which the Atlantic English-based creoles commonly acquired an idiosyncratic set of African elements and grammatical features.",,1,,1
236,,cs-9129144438795154,French or French-based creole contact [36],"This contact situation is applied to only a few words in the database, all apparently of ultimate French origin. The exact nature of this contact situation, most importantly whether it involved French or a French-based creole, is not clear. The fact that French Guiana is a neighbor of Suriname is presumably relevant to understanding the presence of these words in Saramaccan.",,1,,1
237,,cs-912914493083460,Gbe contact [36],"This is a cover category for contact between Saramaccan and languages of the Gbe language cluster of West Africa. Gbe speakers, brought to Suriname as a result of the slave trade, were prominent demographically in early Surinamese history, and a number of Gbe words and grammatical features are found in Saramaccan.",,1,,1
351,"{""start_year"": 820, ""end_year"": 820}",a-12-0820,0820 [12],,,2,,1
352,"{""start_year"": 821, ""end_year"": 823}",a-12-0821-823,0821-823 [12],,,2,,1
353,"{""start_year"": 838, ""end_year"": 838}",a-12-0838,0838 [12],,,2,,1
370,"{""start_year"": 1040, ""end_year"": 1040}",a-12-1040,1040 [12],,,2,,1
238,,cs-912914432714985,Loango Bantu contact [36],"This is a cover category for contact between Saramaccan and languages spoken in an around the African kingdom of Loango, which was a source of a demographically prominent input of slaves in early Surinamese history. The term Loango Bantu is new to this work and is intended to be agnostic as to what specific Bantu language from the Loango area may have been the source of the relevant words. Previous work has assumed that Kikongo specifically was the source of all the Bantu loans. However, there is no strong evidence that only this one language was the source of the Bantu element.",,1,,1
239,,cs-9129144835206172,Modern products [36],This contact situation is used for words that would have entered Saramaccan quite recently as the result of contact with products of modern industrial economies.,,1,,1
240,,cs-9129144716503370,Sranan contact [36],"Sranan is a close relative of Saramaccan and serves as a lingua franca for Suriname. Many of the lexical similarities between Sranan and Saramaccan are due to shared retention, but a large number of Sranan loans are present in Saramaccan as well. It has been quite typical for around a century for Saramaccan men to spend significant portions of their working lives in coastal areas, during which time they would have extensive contact with Sranan speakers.",,1,,1
241,,cs-9129144146570951,Suriname Portuguese contact [36],"This is the most unusual and contentious contact situation that Saramaccan has been a part of. There is a surprisingly large Portuguese component in the Saramaccan lexicon, which is much more extensive than the Portuguese component of the other Surinamese creoles. It is unclear whether Saramaccan acquired these words directly from Portuguese or from a Portuguese-based creole that was spoken in Suriname, which is why I have used the term Suriname Portuguese instead of simply Portuguese to describe the contact situation. Saramaccan’s contact with Suriname Portuguese must have been very early in its history as a distinct language, and the presence of Suriname Portuguese in Suriname is generally agreed to be tied, in some way, to the presence of Portuguese Jewish plantations in the colony. The Portuguese component of the Saramaccan lexicon is extensive enough that some have classified Saramaccan not as an English-based creole but, rather, as a mixed-lexifier English-Portuguese–based creole.",,1,,1
407,"{""start_year"": 1227, ""end_year"": 1227}",a-12-1227,1227 [12],,,2,,1
266,,cs-9129144288228691,Bilingualism in Waskia [29],During the earlier Takia speakers a signiﬁcant number of speakers must have been bilingual in either Bargam or Waskia or both. These items passed into Takia during this period. Takia speakers are generally bilingual in neither language today.,,1,,1
267,,cs-9129144741639870,Contact with the Western world [29],"Numerous items have been imported into Takia during the modern period, mostly from Tok Pisin, as a result of Takia speakers new acquaintance with the Western world. This has come largely through Takia speakers who have visited the towns since 1935 and through English-language schooling since the 1950s.",,1,,1
268,,cs-9129144769241588,Early Oceanic contact with Papuan speakers [29],This category applies only to the borrowing of Proto Oceanic *mwapo ‘taro’ from a Papuan language during the Early Oceanic period.,,1,,1
269,,cs-912914498140967,Contact with Chinese before moving to South East Asia [23],,,1,,1
270,,cs-9129144102219118,Contact with Chinese migrants and traders [23],,,1,,1
271,,cs-9129144865035113,Contact with Indian merchants [23],,,1,,1
272,,cs-9129144567108262,Contact with Malay sailors [23],,,1,,1
273,,cs-912914477064482,Contact with the Mons after moving to Southeast Asia [23],,,1,,1
274,,cs-9129144662658124,Contacts with the Western world [23],,,1,,1
275,,cs-9129144472434444,Indian literature [23],,,1,,1
276,,cs-9129144675316599,Khmer domination [23],,,1,,1
277,,cs-9129144949374872,Malay/Javanese literature [23],,,1,,1
278,,cs-9129144177161119,English to Spanish to Tzotzil [33],,,1,,1
279,,cs-9129144714082015,Nahuatl to Mexican Spanish [33],,,1,,1
280,,cs-9129144723660717,Nahuatl to Tzotzil [33],,,1,,1
281,,cs-9129144924244261,Spanish to Nahuatl to Tzotzil [33],,,1,,1
282,,cs-9129144482202357,Spanish contact [33],,,1,,1
283,,cs-912914484965187,"Spanish to Tzotzil, but possibly another Mesoamerican language to Tzotzil [33]",,,1,,1
285,,cs-96181528512116891,Imposed by Chinese government (Han Dynasty) [24],"This refers to some of the Han Dynasty Borrowings: 

Words borrowed in this era (primarily from approximately 100 BCE to 200 CE) are of less certainty but generally fall into a class of phonological and semantic patterns along with written records. Together, these data show that some hundreds of words in modern Vietnamese were borrowed in circumstances of administrative forced adoption, trade, and intermarriage.",,1,,1
286,,cs-96181528395079265,Via spoken contact [24],"Pre-Han Dynasty, Han Dynasty, Southern Chinese, Western Era (French colonial era and the American war in Vietnam):

Pre-Han Dynasty Borrowings: These include borrowings from Proto-Tai languages at some point at or before 200 BCE. They appear to have been borrowed under circumstances in which the Proto-Tai peoples were sharing technology of farming and animal husbandry with the ancestors of the Vietnamese.

Han Dynasty Borrowings: Words borrowed in this era (primarily from approximately 100 BCE to 200 CE) are of less certainty but generally fall into a class of phonological and semantic patterns along with written records. Together, these data show that some hundreds of words in modern Vietnamese were borrowed in circumstances of administrative forced adoption, trade, and intermarriage.

Southern Chinese Borrowings: Most of the words in this category are likely Cantonese in origin based on their phonological shape, though the possibility of their being borrowed from other varieties of Southern Chinese is not impossible. Nevertheless, as many speakers of varieties of Yue Chinese (the dialect group to which Cantonese belongs), such forms are likely the result of borrowing contact in situations of trade and culinary commerce.",,1,,1
287,,cs-96181528116422228,Via writing [24],"Tang Dynasty Borrowings and recent Western borrowings: 

Tang Dynasty: From the 700s to the 1100s, complete dictionaries of Chinese characters spread into Japan, Korea, and Vietnam. Such forms are still recognized in Sino-Vietnamese dictionaries, and by Vietnamese in general, as Chinese borrowings.",,1,,1
288,,cs-9129144151037381,Ancient contact or relationship with Austronesian [25],,,1,,1
289,,cs-9129144516001452,Ancient contact or relationship with Mon-Khmer [25],,,1,,1
321,"{""start_year"": 700, ""end_year"": 900}",a-6-Early Islamic period,Early Islamic period [6],,,2,,1
290,,cs-9129144966668628,Ancient contact or relationship with Tai-Kadai [25],The similarities between words in these three families may either be due to contact or to common inheritance.,,1,,1
291,,cs-9129144546257005,Ancient contact with a Tibeto-Burman language [25],,,1,,1
292,,cs-9129144165355377,Ancient contact with Chinese [25],,,1,,1
295,,cs-9129144782314801,Early modern contact with Chinese [25],"My working assumption is that almost all words shared by Chinese and Hmong are loanwords from Chinese to Hmong, since Chinese is the dominant language in the homeland of the Hmong-Mien-speaking peoples. It may be, however, that some shared words were borrowed from Hmong by the Chinese; this is noted in a few entries. It may also be that a few ancient basic shared words (such as the numeral “one”) reflect common inheritance.; The designation “ancient”, “early” or “early modern” reflects which form of the Chinese word most closely resembles the White Hmong form (or the Hmongic or Hmong-Mien reconstruction): Old Chinese (c. 500 BCE), Middle Chinese (c. 500 CE), or modern Chinese (c. 1500 CE to the present), respectively.",,1,,1
296,,cs-9129144912845252,English contact after emigration to the United States [25],"These are direct loans to Hmong. Of course, there are many English loanwords in White Hmong as spoken in English-speaking countries today; to the extent possible, this database reflects White Hmong as it was spoken before contact with the west.",,1,,1
297,,cs-9129144677795015,French colonialism in Laos [25],"These are indirect loans to Hmong through Chinese and Lao, respectively.",,1,,1
299,,cs-912914469501769,"Lao contact in education, government, commerce, and culture post-1850s [25]","The speakers I have worked with lived in Laos; hence Lao (=Laotian), a Tai-Kadai language, is the language from which many words for modern and urban life are taken. The Hmong people emigrated from China into Southeast Asia in the middle of the 19th century.",,1,,1
300,,cs-9129144619377003,Thai dominance in Southeast Asian media [25],,,1,,1
301,,cs-9129144411592481,Wanderwort [25],These words are shared by most language families of the area; a source language can therefore not be easily ascertained.,,1,,1
302,,cs-9129144670090154,Pre-Hispanic contact [40],,,1,,1
303,,cs-9129144527366711,Spanish contact in early period [40],,,1,,1
304,,cs-9129144331677164,Spanish contact in recent times [40],,,1,,1
354,"{""start_year"": 840, ""end_year"": 875}",a-12-0840-875,0840-875 [12],,,2,,1
355,"{""start_year"": 851, ""end_year"": 900}",a-12-0851-900,0851-900 [12],,,2,,1
356,"{""start_year"": 856, ""end_year"": 856}",a-12-0856,0856 [12],,,2,,1
357,"{""start_year"": 857, ""end_year"": 857}",a-12-0857,0857 [12],,,2,,1
358,"{""start_year"": 865, ""end_year"": 865}",a-12-0865,0865 [12],,,2,,1
359,"{""start_year"": 875, ""end_year"": 875}",a-12-0875,0875 [12],,,2,,1
360,"{""start_year"": 876, ""end_year"": 900}",a-12-0876-900,0876-900 [12],,,2,,1
361,"{""start_year"": 893, ""end_year"": 893}",a-12-0893,0893 [12],,,2,,1
362,"{""start_year"": 901, ""end_year"": 1000}",a-12-0901-1000,0901-1000 [12],,,2,,1
363,"{""start_year"": 918, ""end_year"": 948}",a-12-0918-948,0918-948 [12],,,2,,1
364,"{""start_year"": 966, ""end_year"": 966}",a-12-0966,0966 [12],,,2,,1
365,"{""start_year"": 970, ""end_year"": 970}",a-12-0970,0970 [12],,,2,,1
366,"{""start_year"": 976, ""end_year"": 976}",a-12-0976,0976 [12],,,2,,1
367,"{""start_year"": 991, ""end_year"": 1000}",a-12-0991-1000,0991-1000 [12],,,2,,1
305,,cs-9129144511041276,Spanish contact [32],"English to Spanish to Yaqui:  The adoption of English words into Yaqui took place principally in two types of situations: through Mexican Spanish which have previously adopted some loanwords from English, e.g. picheel ‘jug/pitcher’, or through US officers and workers which at the end of the 19th century participated in the construction of the railway track. An example of this last situation is Suichi < English switch, which is the modern noun of Vícam, an old Yaqui town, that came to be named Suichi ‘the place where the trains change their way’.
 
Hispanic Arabic to Spanish to Yaqui: People of Arabic origin first arrived in Spain at the beginning of the 8th century (year of 711.) This influx of Arabic influence continued up until the end of the 15th century (1492).  “Hispanic Arabic” influenced Spanish with many words, though not all of them can be traced in Yaqui.  

Nahuatl to Spanish to Yaqui: Nahuatl was used as a lingua franca during the first years of the Spanish colonization in Mexico.  When the Spaniards entered the Yaqui lands at the beginning of the 17th century, hundred of Nahuatl speakers accompanied them. Most Nahuatl words entered Yaqui via Spanish, but it could’ve been possible for some words to have been adopted directly from Nahuatl; it should be noted though that such a contact situation is not applied in this database.   
No information

Quechua to Spanish to Yaqui: During the Spanish contact with indigenous languages of the New world, names of animals and plants were adopted. Only one original word from Quechua is included within the database; papa, or ‘potato’. The Yaqui adopted the loanword via Spanish. 

Taino to Spanish to Yaqui:  Some words of apparently Taino provenance were adopted in Spanish.  Yaqui speakers adopted these Taino words from Spanish speakers: e.g. kanoa ‘canoe’, kama < Spanish caiman ‘alligator’",,1,,1
306,,cs-98221128945882206,Aymara to Mapudungun [41],,,1,,1
307,,cs-98221150530283513,Quechua to Mapudungun [41],,,1,,1
308,,cs-9823198229972303,Quechua to Spanish to Mapudungun [41],,,1,,1
309,"{""start_year"": 1, ""end_year"": 1}",a-16-2000 years (Daghestanian),2000 years (Daghestanian) [16],,,2,,1
310,"{""start_year"": 1000, ""end_year"": 1000}",a-16-1000 years (South-Dagestanian),1000 years (South-Dagestanian) [16],,,2,,1
311,"{""start_year"": 1400, ""end_year"": 1900}",a-16-600 years (since Islamization),600 years (since Islamization) [16],,,2,,1
312,"{""start_year"": 1800, ""end_year"": 1800}",a-16-200 years (since close contacts with Avars),200 years (since close contacts with Avars) [16],,,2,,1
313,"{""start_year"": 1900, ""end_year"": 1900}",a-16-100 years,100 years [16],,,2,,1
314,"{""start_year"": 1950, ""end_year"": 1950}",a-16-50 years,50 years [16],,,2,,1
315,"{""start_year"": -500, ""end_year"": -150}",a-6-Punic period,Punic period [6],,,2,,1
316,"{""start_year"": -500, ""end_year"": 1000}",a-6-Common Berber,Common Berber [6],"This age is chosen for a word I know the word from elsewhere and suppose it is old. Whether this means a real reconstruction into Proto-Berber or an origin on a lower level, I leave open.",,2,,1
317,"{""start_year"": -500, ""end_year"": 2007}",a-6-No information,No information [6],,,2,,1
318,"{""start_year"": -500, ""end_year"": 2007}",a-6-After 500 BCE,After 500 BCE [6],,,2,,1
319,"{""start_year"": -100, ""end_year"": 700}",a-6-Roman period,Roman period [6],,,2,,1
408,"{""start_year"": 1230, ""end_year"": 1231}",a-12-1230-1231,1230-1231 [12],,,2,,1
409,"{""start_year"": 1236, ""end_year"": 1236}",a-12-1236,1236 [12],,,2,,1
410,"{""start_year"": 1237, ""end_year"": 1237}",a-12-1237,1237 [12],,,2,,1
322,"{""start_year"": 700, ""end_year"": 2007}",a-6-Islamic period,Islamic period [6],"This age is chosen if the word has phonological features which it can only have acquired through influence of Arabic. This concerns mainly the introduction of loan phonemes for expressive purposes (this is a very typical Berber device – if you want to make something more expressive, or to avoid certain terms, you add a loan consonant, or you substitute a consonant by a loan consonant).",,2,,1
323,"{""start_year"": 1900, ""end_year"": 2007}",a-6-After 1900,After 1900 [6],,,2,,1
324,"{""start_year"": -7000, ""end_year"": -5000}",a-15-Proto-Daghestanian,Proto-Daghestanian [15],,,2,,1
330,"{""start_year"": 1900, ""end_year"": 2007}",a-15-Russian,Russian [15],,,2,,1
331,"{""start_year"": -5000, ""end_year"": -4000}",a-26-Proto-Aslian,Proto-Aslian [26],,,2,,1
332,"{""start_year"": 1400, ""end_year"": 2007}",a-26-Post 15th century,Post 15th century [26],,,2,,1
333,"{""start_year"": 1890, ""end_year"": 1941}",a-26-British colonial era,British colonial era [26],,,2,,1
334,"{""start_year"": 1946, ""end_year"": 2007}",a-26-Post World War 2,Post World War 2 [26],,,2,,1
335,"{""start_year"": 6000, ""end_year"": -6000}",a-26-Proto Mon-Khmer,Proto Mon-Khmer [26],,,2,,1
336,"{""start_year"": 222, ""end_year"": 235}",a-12-0222-235,0222-235 [12],,,2,,1
337,"{""start_year"": 694, ""end_year"": 694}",a-12-0694,0694 [12],,,2,,1
338,"{""start_year"": 698, ""end_year"": 699}",a-12-0698-699,0698-699 [12],,,2,,1
339,"{""start_year"": 701, ""end_year"": 800}",a-12-0701-800,0701-800 [12],,,2,,1
340,"{""start_year"": 741, ""end_year"": 741}",a-12-0741,0741 [12],,,2,,1
341,"{""start_year"": 755, ""end_year"": 768}",a-12-0755-768,0755-768 [12],,,2,,1
342,"{""start_year"": 776, ""end_year"": 800}",a-12-0776-800,0776-800 [12],,,2,,1
343,"{""start_year"": 777, ""end_year"": 777}",a-12-0777,0777 [12],,,2,,1
344,"{""start_year"": 788, ""end_year"": 789}",a-12-0788-789,0788-789 [12],,,2,,1
345,"{""start_year"": 793, ""end_year"": 793}",a-12-0793,0793 [12],,,2,,1
346,"{""start_year"": 801, ""end_year"": 850}",a-12-0801-850,0801-850 [12],,,2,,1
347,"{""start_year"": 802, ""end_year"": 817}",a-12-0802-817,0802-817 [12],,,2,,1
348,"{""start_year"": 806, ""end_year"": 806}",a-12-0806,0806 [12],,,2,,1
349,"{""start_year"": 814, ""end_year"": 815}",a-12-0814-815,0814-815 [12],,,2,,1
372,"{""start_year"": 1064, ""end_year"": 1064}",a-12-1064,1064 [12],,,2,,1
373,"{""start_year"": 1076, ""end_year"": 1100}",a-12-1076-1100,1076-1100 [12],,,2,,1
374,"{""start_year"": 1080, ""end_year"": 1080}",a-12-1080,1080 [12],,,2,,1
375,"{""start_year"": 1089, ""end_year"": 1089}",a-12-1089,1089 [12],,,2,,1
376,"{""start_year"": 1091, ""end_year"": 1100}",a-12-1091-1100,1091-1100 [12],,,2,,1
382,"{""start_year"": 1121, ""end_year"": 1121}",a-12-1121,1121 [12],,,2,,1
383,"{""start_year"": 1125, ""end_year"": 1130}",a-12-1125-1130,1125-1130 [12],,,2,,1
384,"{""start_year"": 1130, ""end_year"": 1130}",a-12-1130,1130 [12],,,2,,1
385,"{""start_year"": 1130, ""end_year"": 1161}",a-12-1130-1161,1130-1161 [12],,,2,,1
386,"{""start_year"": 1137, ""end_year"": 1137}",a-12-1137,1137 [12],,,2,,1
387,"{""start_year"": 1138, ""end_year"": 1138}",a-12-1138,1138 [12],,,2,,1
388,"{""start_year"": 1138, ""end_year"": 1139}",a-12-1138-1139,1138-1139 [12],,,2,,1
389,"{""start_year"": 1140, ""end_year"": 1170}",a-12-1140-1170,1140-1170 [12],,,2,,1
390,"{""start_year"": 1155, ""end_year"": 1155}",a-12-1155,1155 [12],,,2,,1
391,"{""start_year"": 1156, ""end_year"": 1156}",a-12-1156,1156 [12],,,2,,1
392,"{""start_year"": 1163, ""end_year"": 1163}",a-12-1163,1163 [12],,,2,,1
393,"{""start_year"": 1165, ""end_year"": 1165}",a-12-1165,1165 [12],,,2,,1
394,"{""start_year"": 1177, ""end_year"": 1177}",a-12-1177,1177 [12],,,2,,1
395,"{""start_year"": 1177, ""end_year"": 1187}",a-12-1177-1187,1177-1187 [12],,,2,,1
396,"{""start_year"": 1189, ""end_year"": 1189}",a-12-1189,1189 [12],,,2,,1
397,"{""start_year"": 1197, ""end_year"": 1197}",a-12-1197,1197 [12],,,2,,1
398,"{""start_year"": 1199, ""end_year"": 1199}",a-12-1199,1199 [12],,,2,,1
399,"{""start_year"": 1200, ""end_year"": 1200}",a-12-1200,1200 [12],,,2,,1
400,"{""start_year"": 1201, ""end_year"": 1225}",a-12-1201-1225,1201-1225 [12],,,2,,1
401,"{""start_year"": 1201, ""end_year"": 1250}",a-12-1201-1250,1201-1250 [12],,,2,,1
402,"{""start_year"": 1201, ""end_year"": 1300}",a-12-1201-1300,1201-1300 [12],,,2,,1
403,"{""start_year"": 1210, ""end_year"": 1240}",a-12-1210-1240,1210-1240 [12],,,2,,1
404,"{""start_year"": 1220, ""end_year"": 1240}",a-12-1220-1240,1220-1240 [12],,,2,,1
405,"{""start_year"": 1223, ""end_year"": 1223}",a-12-1223,1223 [12],,,2,,1
406,"{""start_year"": 1225, ""end_year"": 1225}",a-12-1225,1225 [12],,,2,,1
417,"{""start_year"": 1252, ""end_year"": 1252}",a-12-1252,1252 [12],,,2,,1
418,"{""start_year"": 1253, ""end_year"": 1253}",a-12-1253,1253 [12],,,2,,1
419,"{""start_year"": 1254, ""end_year"": 1254}",a-12-1254,1254 [12],,,2,,1
420,"{""start_year"": 1256, ""end_year"": 1299}",a-12-1256-1299,1256-1299 [12],,,2,,1
