pk,jsondata,relation,certain,target_word_pk,source_word_pk
16976,,immediate,t,23471,71898
16977,,immediate,t,23369,71899
16978,,immediate,t,24443,71900
16979,,immediate,t,23268,71901
16980,,immediate,t,24128,71902
16981,,immediate,t,24429,71903
16982,,immediate,t,23475,71904
16983,,immediate,t,24597,71905
16984,,immediate,t,23157,71906
16985,,immediate,t,24035,71907
16986,,immediate,t,24768,71908
16987,,immediate,t,24300,71909
16988,,immediate,t,23472,71910
16989,,immediate,t,24277,71911
16990,,immediate,t,24109,71912
16991,,immediate,t,24428,71913
16992,,immediate,t,24427,71914
16993,,immediate,t,23138,71915
16994,,immediate,t,23212,71916
16995,,immediate,t,23675,71917
16996,,immediate,t,23150,71918
16997,,immediate,t,24416,71919
16998,,immediate,t,24301,71920
16999,,immediate,t,24440,71921
17000,,immediate,t,23729,71922
17001,,immediate,t,24033,71923
17002,,immediate,t,23746,71924
17003,,immediate,t,23988,71925
17004,,immediate,t,24582,71926
17005,,immediate,t,24010,71927
17006,,immediate,t,23145,71928
17007,,immediate,t,24426,71929
17008,,immediate,t,24309,71930
17009,,immediate,t,23367,71931
17010,,immediate,t,23201,71932
17011,,immediate,t,23946,71933
17012,,immediate,t,23175,71934
17013,,immediate,t,23352,71935
17014,,immediate,t,23259,71936
17015,,immediate,t,23527,71937
17016,,immediate,t,23364,71938
17017,,immediate,t,23797,71939
17018,,immediate,t,23131,71940
17019,,immediate,t,23874,71941
17020,,immediate,t,23781,71942
17021,,immediate,t,23726,71943
17022,,immediate,t,24483,71944
17023,,immediate,t,24425,71945
17024,,immediate,t,23525,71946
17025,,immediate,t,24373,71947
17026,,immediate,t,24273,71948
17027,,immediate,t,23664,71949
17028,,immediate,t,23661,71950
17029,,immediate,t,23380,71951
17030,,immediate,t,24655,71952
17031,,immediate,t,24423,71953
17032,,immediate,t,23669,71954
17033,,immediate,t,23599,71955
17034,,immediate,t,23381,71956
17035,,immediate,t,24433,71957
17036,,immediate,t,23209,71958
17037,,immediate,t,23543,71959
17038,,immediate,t,23495,71960
17039,,immediate,t,23239,71961
17040,,immediate,t,23886,71962
17041,,immediate,t,23215,71963
17042,,immediate,t,24178,71964
17043,,immediate,t,24399,71965
17044,,immediate,t,23232,71966
17045,,immediate,t,23778,71967
17046,,immediate,t,23615,71968
17047,,immediate,t,23486,71969
17048,,immediate,t,24618,71970
17049,,immediate,t,24077,71971
17050,,immediate,t,23902,71972
17051,,immediate,t,24019,71973
17052,,immediate,t,23372,71974
17053,,immediate,t,23451,71975
17054,,immediate,t,23453,71976
17055,,immediate,t,24609,71977
17056,,immediate,t,23464,71978
17057,,immediate,t,23132,71979
17058,,immediate,t,24247,71980
17059,,immediate,t,24311,71981
17060,,immediate,t,23354,71982
17061,,immediate,t,24501,71983
17062,,immediate,t,23137,71984
17063,,immediate,t,24271,71985
17064,,immediate,t,23569,71986
17065,,immediate,t,24375,71987
17066,,immediate,t,23673,71988
17067,,immediate,t,23459,71989
17068,,immediate,t,24769,71990
17069,,immediate,t,23361,71991
17070,,immediate,t,23387,71992
17071,,immediate,t,23894,71993
17072,,immediate,t,23144,71994
17073,,immediate,t,24267,71995
17074,,immediate,t,24196,71996
17075,,immediate,t,23799,71997
17076,,immediate,t,23670,71998
17077,,immediate,t,23551,71999
17078,,immediate,t,23533,72000
17079,,immediate,t,24175,72001
17080,,immediate,t,24125,72002
17081,,immediate,t,23692,72003
17082,,immediate,t,23470,72004
17083,,immediate,t,23570,72005
17084,,immediate,t,23366,72006
17085,,immediate,t,24347,72007
17086,,immediate,t,23507,72008
17087,,immediate,t,24061,72009
17088,,immediate,t,23773,72010
17089,,immediate,t,23480,72011
17090,,immediate,t,23506,72012
17091,,immediate,t,23537,72013
17092,,immediate,t,24358,72014
17093,,immediate,t,23370,72015
17094,,immediate,t,23727,72016
17095,,immediate,t,23624,72017
17096,,immediate,t,24108,72018
17097,,immediate,t,23693,72019
17098,,immediate,t,23724,72020
17099,,immediate,t,23691,72021
17100,,immediate,t,23218,72022
17101,,immediate,t,24292,72023
17102,,immediate,t,23477,72024
17103,,immediate,t,23618,72025
17104,,immediate,t,23685,72026
17105,,immediate,t,24444,72027
17106,,immediate,t,24004,71874
17107,,immediate,f,23720,72028
17108,,immediate,f,23720,72029
17109,,immediate,t,23517,74983
17110,,immediate,t,24493,72030
17111,,immediate,t,24355,72031
17112,,immediate,t,24261,72032
17113,,immediate,t,24485,72033
17114,,immediate,t,24290,72034
17115,,immediate,t,23483,72035
17116,,immediate,t,24698,72036
17117,,immediate,t,23260,72037
17118,,immediate,t,23458,72038
17119,,immediate,t,23903,72039
17120,,immediate,t,24524,72040
17121,,immediate,t,24441,72041
17122,,immediate,t,24371,72042
17123,,immediate,t,24038,72043
17124,,immediate,t,23668,72044
17125,,immediate,t,23785,72045
17126,,immediate,t,24122,72046
17127,,immediate,t,23858,72047
17128,,immediate,t,23280,72048
17129,,immediate,t,23136,72049
17130,,immediate,t,24449,72050
17131,,immediate,t,23478,72051
17132,,immediate,t,23213,72052
17133,,immediate,t,23360,72053
17134,,immediate,t,24475,72054
17135,,immediate,t,24342,72055
17136,,immediate,t,24484,72056
17137,,immediate,t,23151,72057
17138,,immediate,t,24343,72058
17139,,immediate,t,23809,72059
17140,,immediate,t,24129,72060
17141,,immediate,t,23357,72061
17142,,immediate,t,23222,72062
17143,,immediate,t,23359,72063
17144,,immediate,t,23275,72064
17145,,immediate,t,23547,72065
17146,,immediate,t,23223,72066
17147,,immediate,t,23286,72067
17148,,immediate,t,23185,72068
17149,,immediate,t,24602,72069
17150,,immediate,t,24177,72070
17151,,immediate,t,24344,72071
17152,,immediate,t,23347,72072
17153,,immediate,t,23484,72073
17154,,immediate,t,24712,72074
17155,,immediate,t,23882,72075
17156,,immediate,t,23587,72076
17157,,immediate,t,24494,72077
17158,,immediate,t,23135,72078
17159,,immediate,t,24123,72079
17160,,immediate,t,23987,72080
17161,,immediate,t,23365,72081
17162,,immediate,t,23385,72082
17163,,immediate,t,23876,72083
17164,,immediate,t,23186,72084
17165,,immediate,t,24011,72085
17166,,immediate,t,24304,72086
17167,,immediate,t,24353,72087
17168,,immediate,t,24341,72088
17169,,immediate,t,24387,72089
17170,,immediate,t,24389,72090
17171,,immediate,t,24332,72091
17172,,immediate,t,24330,72092
17173,,immediate,t,23134,72093
17174,,immediate,t,24398,72094
17175,,immediate,t,24269,72095
17176,,immediate,t,23833,72096
17177,,immediate,t,23839,72097
17178,,immediate,t,24117,72098
17179,,immediate,t,23640,72099
17180,,immediate,t,23568,72100
17181,,immediate,t,23698,72101
17182,,immediate,t,24000,72102
17183,,immediate,t,23143,72103
17184,,earlier,t,19391,66521
17185,,earlier,t,20587,66540
17186,,earlier,t,19367,66541
17187,,earlier,t,19366,66541
17188,,earlier,t,19875,64383
17189,,earlier,t,19979,72104
17190,,earlier,t,20218,72105
17191,,earlier,t,20180,69835
17192,,earlier,t,20600,66568
17193,,earlier,t,19552,72106
17194,,earlier,t,19501,66574
17195,,earlier,t,19434,72107
17196,,earlier,t,20610,64205
17197,,earlier,t,20701,64276
17198,,earlier,t,20220,64206
17199,,earlier,t,20503,58031
17200,,earlier,t,20176,64208
17201,,earlier,t,20553,72108
17202,,earlier,t,19385,72109
17203,,earlier,t,20452,66605
17204,,earlier,t,20496,72110
17205,,earlier,t,19424,72111
17206,,earlier,t,20594,59698
17207,,earlier,t,20611,59711
17208,,earlier,t,19666,72112
17209,,earlier,t,19989,66614
17210,,earlier,t,19915,66615
17211,,earlier,t,19966,72113
17212,,earlier,t,19823,72114
17213,,earlier,t,20193,72115
17214,,earlier,t,20604,72116
17215,,earlier,t,19402,72117
17216,,earlier,t,20449,66637
17217,,earlier,t,20246,72118
17218,,earlier,t,19844,66639
17219,,earlier,t,19783,60093
17220,,earlier,t,19708,72119
17221,,earlier,t,19730,66652
17222,,earlier,t,19374,66653
17223,,earlier,t,20609,66654
17224,,earlier,t,19745,72120
17225,,earlier,t,20456,72121
17226,,earlier,t,19917,66668
17227,,earlier,t,20189,64248
17228,,earlier,t,20499,64530
17229,,earlier,t,20116,72122
17230,,earlier,t,19356,72123
17231,,earlier,t,19864,66699
17232,,earlier,t,20628,72124
17233,,earlier,t,19383,72125
17234,,earlier,t,19785,72125
17235,,earlier,t,19589,66712
17236,,earlier,t,19382,69228
17237,,earlier,t,20249,72126
17238,,earlier,t,19859,72127
17239,,earlier,t,19780,72128
17240,,earlier,t,19352,72129
17241,,earlier,t,19650,66774
17242,,earlier,t,19551,66769
17243,,earlier,t,20448,63447
17244,,earlier,t,20219,72105
17245,,earlier,t,19774,72130
17246,,earlier,t,19809,66787
17247,,earlier,t,20677,66785
17248,,earlier,t,20199,66789
17249,,earlier,t,20191,60845
17250,,earlier,t,20460,72131
17251,,earlier,t,20487,72132
17252,,earlier,t,19707,64680
17253,,earlier,t,20086,64273
17254,,earlier,t,19794,59969
17255,,earlier,t,19901,72133
17256,,earlier,t,19354,66802
17257,,earlier,t,20501,60833
17258,,earlier,t,23666,66015
17259,,earlier,t,23619,72134
17260,,earlier,t,23917,66084
17261,,earlier,t,23333,69150
17262,,earlier,t,23602,66816
17263,,earlier,t,24417,72135
17264,,earlier,t,24424,72136
17265,,earlier,t,23767,72137
17266,,earlier,t,23756,68258
17267,,earlier,t,23362,72138
17268,,earlier,t,23881,66116
17269,,earlier,t,24583,72139
17270,,earlier,t,23897,72140
17271,,earlier,t,23276,72141
17272,,earlier,t,24519,66120
17273,,earlier,t,23141,72142
17274,,earlier,t,23536,72143
17275,,earlier,t,23634,72144
17276,,earlier,t,23530,72145
17277,,earlier,t,23658,72146
17278,,earlier,t,23284,72147
17279,,earlier,t,24142,72148
17280,,earlier,t,24462,64228
17281,,earlier,t,23358,72149
17282,,earlier,t,23643,66282
17283,,earlier,t,24514,72150
17284,,earlier,t,23437,72151
17285,,earlier,t,23231,72152
17286,,earlier,t,23475,72153
17287,,earlier,t,23675,72154
17288,,earlier,t,24440,69414
17289,,earlier,t,24010,68082
17290,,earlier,t,23797,72155
17291,,earlier,t,23726,72156
17292,,earlier,t,24273,72157
17293,,earlier,t,23886,66159
17294,,earlier,t,23486,72158
17295,,earlier,t,23354,72159
17296,,earlier,t,23799,72160
17297,,earlier,t,23533,74984
17298,,earlier,t,23547,72161
17299,,earlier,t,24177,72162
17300,,earlier,t,24712,72163
17301,,earlier,t,23882,66476
17302,,earlier,t,24000,72164
17303,,immediate,t,1409,72165
17304,,immediate,t,2153,72166
17305,,immediate,t,1186,72167
17306,,immediate,t,1878,72168
17307,,immediate,t,1337,72169
17308,,immediate,t,1717,72170
17309,,immediate,t,2156,72171
17310,,immediate,t,2152,72172
17311,,immediate,t,1872,72173
17312,,immediate,t,1715,72174
17313,,immediate,t,1526,72175
17314,,immediate,t,2053,61274
17315,,immediate,t,1504,72176
17316,,immediate,t,1143,61276
17317,,immediate,t,1472,72177
17318,,immediate,t,1269,72178
17319,,immediate,t,1273,72179
17320,,immediate,t,2316,72180
17321,,immediate,t,2296,72181
17322,,immediate,t,1948,72182
17323,,immediate,t,1410,72183
17324,,immediate,t,1262,72184
17325,,immediate,t,2142,72185
17326,,immediate,t,2113,72186
17327,,immediate,t,1134,72187
17328,,immediate,t,2136,72188
17329,,immediate,t,2001,72189
17330,,immediate,t,1531,72190
17331,,immediate,t,2324,72191
17332,,immediate,t,2239,72192
17333,,immediate,t,1864,72193
17334,,immediate,t,1240,72194
17335,,immediate,t,1652,72195
17336,,immediate,t,1448,74985
17337,,immediate,t,1475,72196
17338,,immediate,t,1879,72197
17339,,immediate,t,2059,72198
17340,,immediate,t,1144,72199
17341,,immediate,t,1597,72200
17342,,immediate,t,1718,61711
17343,,immediate,t,1366,72201
17344,,immediate,t,2045,72202
17345,,immediate,t,2164,72203
17346,,immediate,t,1756,71112
17347,,immediate,t,2125,72204
17348,,immediate,t,1146,61323
17349,,immediate,t,1401,72205
17350,,immediate,t,1745,72206
17351,,immediate,t,1164,72207
17352,,immediate,t,2266,61326
17353,,immediate,t,2082,72208
17354,,immediate,t,2427,72209
17355,,immediate,t,2119,72210
17356,,immediate,t,2421,72211
17357,,immediate,t,2170,72212
17358,,immediate,t,2280,64866
17359,,immediate,t,1396,72213
17360,,immediate,t,2420,72214
17361,,immediate,t,1681,72215
17362,,immediate,t,1618,72216
17363,,immediate,t,1485,72217
17364,,immediate,t,2132,72218
17365,,immediate,t,1387,72219
17366,,immediate,t,2064,72220
17367,,immediate,t,2007,72221
17368,,immediate,t,1478,72222
17369,,immediate,t,2298,72223
17370,,immediate,t,1398,72224
17371,,immediate,t,1675,72225
17372,,immediate,t,1732,72226
17373,,immediate,t,2048,72227
17374,,immediate,t,2133,72228
17375,,immediate,t,2238,72229
17376,,immediate,t,1763,72230
17377,,immediate,t,1695,72231
17378,,immediate,t,1220,72232
17379,,immediate,t,2214,74986
17380,,immediate,t,2061,72233
17381,,immediate,t,2435,72234
17382,,immediate,t,2036,72235
17383,,immediate,t,1357,72236
17384,,immediate,t,1483,72237
17385,,immediate,t,2062,61390
17386,,immediate,t,1322,72238
17387,,immediate,t,2177,72239
17388,,immediate,t,2243,72240
17389,,immediate,t,1233,72241
17390,,immediate,t,1393,72242
17391,,immediate,t,1945,72243
17392,,immediate,t,2039,61403
17393,,immediate,t,2033,72244
17394,,immediate,t,2416,64894
17395,,immediate,t,1336,72245
17396,,immediate,t,1242,72246
17397,,immediate,t,1815,72247
17398,,immediate,t,1744,72248
17399,,immediate,t,1946,72249
17400,,immediate,t,2432,72250
17401,,immediate,t,2216,71210
17402,,immediate,t,1882,72251
17403,,immediate,t,2182,72252
17404,,immediate,t,1761,72253
17405,,immediate,t,1356,72254
17406,,immediate,t,1767,72255
17407,,immediate,t,2150,72256
17408,,immediate,t,1320,72257
17409,,immediate,t,1721,72258
17410,,immediate,t,1637,72259
17411,,immediate,t,1772,61436
17412,,immediate,t,2181,72260
17413,,immediate,t,1638,72261
17414,,immediate,t,1674,72262
17415,,immediate,t,1135,72263
17416,,immediate,t,1742,72264
17417,,immediate,t,2429,72265
17418,,immediate,t,2187,72266
17419,,immediate,t,2405,72267
17420,,immediate,t,2051,72268
17421,,immediate,t,1227,72269
17422,,immediate,t,1714,71235
17423,,immediate,t,2276,72270
17424,,immediate,t,2208,72271
17425,,immediate,t,1289,72272
17426,,immediate,t,2348,72273
17427,,immediate,t,2263,72274
17428,,immediate,t,1234,61468
17429,,immediate,t,1777,72275
17430,,immediate,t,2443,72276
17431,,immediate,t,1934,72277
17432,,immediate,t,1666,72278
17433,,immediate,t,2090,72279
17434,,immediate,t,1510,72280
17435,,immediate,t,2155,72281
17436,,immediate,t,2241,72282
17437,,immediate,t,2369,72283
17438,,immediate,t,1730,72284
17439,,immediate,t,1886,72285
17440,,immediate,t,1998,72286
17441,,immediate,t,2395,72287
17442,,immediate,t,1332,72288
17443,,immediate,t,2230,72289
17444,,immediate,t,1720,71270
17445,,immediate,t,1360,72290
17446,,immediate,t,2088,72291
17447,,immediate,t,1148,72292
17448,,immediate,t,1226,72293
17449,,immediate,t,2450,72294
17450,,immediate,t,1477,72222
17451,,immediate,t,1283,72295
17452,,immediate,t,2307,72296
17453,,immediate,t,1693,72297
17454,,immediate,t,1446,72298
17455,,immediate,t,1949,72299
17456,,immediate,t,2163,72300
17457,,immediate,t,2070,71290
17458,,immediate,t,1352,72301
17459,,immediate,t,1252,72302
17460,,immediate,t,1904,72303
17461,,immediate,t,1244,72304
17462,,immediate,t,1942,72305
17463,,immediate,t,1562,72306
17464,,immediate,t,1944,64935
17465,,immediate,t,2340,64934
17466,,immediate,t,1766,72307
17467,,immediate,t,1249,72308
17468,,immediate,t,1754,72309
17469,,immediate,t,1228,72310
17470,,immediate,t,2353,72311
17471,,immediate,t,2054,72370
17472,,immediate,t,1194,72312
17473,,immediate,t,2154,72313
17474,,immediate,t,1873,72314
17475,,immediate,t,1856,72315
17476,,immediate,t,1184,72316
17477,,immediate,t,2128,72317
17478,,immediate,t,2184,72318
17479,,immediate,t,1926,72319
17480,,immediate,t,1972,72320
17481,,immediate,t,2268,72321
17482,,immediate,t,2246,72322
17483,,immediate,t,1443,72323
17484,,immediate,t,1318,64947
17485,,immediate,t,1386,72324
17486,,immediate,t,1542,72325
17487,,immediate,t,1889,72326
17488,,immediate,t,1182,72327
17489,,immediate,t,2002,72328
17490,,immediate,t,1415,72329
17491,,immediate,t,1497,72330
17492,,immediate,t,2191,72331
17493,,immediate,t,1158,72332
17494,,immediate,t,2326,72333
17495,,immediate,t,1647,72334
17496,,immediate,t,2257,72335
17497,,immediate,t,1176,72336
17498,,immediate,t,1369,64962
17499,,immediate,t,1936,74987
17500,,immediate,t,2221,72337
17501,,immediate,t,1247,72338
17502,,immediate,t,1432,72339
17503,,immediate,t,2162,72340
17504,,immediate,t,2260,72341
17505,,immediate,t,2081,72342
17506,,immediate,t,1138,72343
17507,,immediate,t,1468,72344
17508,,immediate,t,2160,72345
17509,,immediate,t,1560,72346
17510,,immediate,t,1311,72347
17511,,immediate,t,2297,72348
17512,,immediate,t,1294,72349
17513,,immediate,t,1884,72350
17514,,immediate,t,1474,72351
17515,,immediate,t,1258,72352
17516,,immediate,t,2233,72353
17517,,immediate,t,2129,72354
17518,,immediate,t,1165,72355
17519,,immediate,t,1166,72356
17520,,immediate,t,2306,72357
17521,,immediate,t,1278,72358
17522,,immediate,t,2056,72359
17523,,immediate,t,1128,72360
17524,,immediate,t,1323,72361
17525,,immediate,t,2308,72362
17526,,immediate,t,1635,61602
17527,,immediate,t,1923,72363
17528,,immediate,t,1230,72364
17529,,immediate,t,2359,72365
17530,,immediate,t,1607,72366
17531,,immediate,t,2175,72367
17532,,immediate,t,2173,72368
17533,,immediate,t,1540,72369
17534,,immediate,t,1280,72370
17535,,immediate,t,2419,72371
17536,,immediate,t,2089,72372
17537,,immediate,t,1941,72373
17538,,immediate,t,2377,72374
17539,,immediate,t,1518,72375
17540,,immediate,t,1595,72376
17541,,immediate,t,1785,72377
17542,,immediate,t,2161,64983
17543,,immediate,t,2240,72378
17544,,immediate,t,2066,72379
17545,,immediate,t,2295,72380
17546,,immediate,t,2171,72381
17547,,immediate,t,2013,72382
17548,,immediate,t,2334,72383
17549,,immediate,t,1140,72384
17550,,immediate,t,1694,72297
17551,,immediate,t,2337,72385
17552,,immediate,t,1463,64990
17553,,immediate,t,1770,72386
17554,,immediate,t,1885,72387
17555,,immediate,t,1508,72388
17556,,immediate,t,2283,72389
17557,,immediate,t,1853,72390
17558,,immediate,t,1567,72391
17559,,immediate,t,1130,72392
17560,,immediate,t,1399,72393
17561,,immediate,t,2123,72394
17562,,immediate,t,2148,72395
17563,,immediate,t,2158,72396
17564,,immediate,t,1177,65003
17565,,immediate,t,2178,61632
17566,,immediate,t,2389,72397
17567,,immediate,t,2275,72398
17568,,immediate,t,2390,72399
17569,,immediate,t,2126,72400
17570,,immediate,t,1259,72401
17571,,immediate,t,1180,72402
17572,,immediate,t,1397,72403
17573,,immediate,t,1486,72404
17574,,immediate,t,2200,72405
17575,,immediate,t,2130,72406
17576,,immediate,t,2422,61640
17577,,immediate,t,2223,61641
17578,,immediate,t,2225,72407
17579,,immediate,t,1982,72408
17580,,immediate,t,1707,72409
17581,,immediate,t,1199,72410
17582,,immediate,t,2262,65018
17583,,immediate,t,1142,72411
17584,,immediate,t,2253,72412
17585,,immediate,t,2124,72413
17586,,immediate,t,1551,72414
17587,,immediate,t,1344,72415
17588,,immediate,t,2232,72416
17589,,immediate,t,1403,72417
17590,,immediate,t,1150,65022
17591,,immediate,t,2183,72418
17592,,immediate,t,2118,72419
17593,,immediate,t,1722,65023
17594,,immediate,t,2317,72420
17595,,immediate,t,1151,72421
17596,,immediate,t,2451,72422
17597,,immediate,t,2189,72423
17598,,immediate,t,2204,72424
17599,,immediate,t,2131,72425
17600,,immediate,t,1596,72426
17601,,immediate,t,1147,65029
17602,,immediate,t,1881,72427
17603,,immediate,t,2147,61655
17604,,immediate,t,1229,72428
17605,,immediate,t,1590,65033
17606,,immediate,t,2065,72429
17607,,immediate,t,1719,72430
17608,,immediate,t,1447,65034
17609,,immediate,t,1363,61659
17610,,immediate,t,2271,71445
17611,,immediate,t,2270,61660
17612,,immediate,t,1870,71446
17613,,immediate,t,1190,61662
17614,,immediate,t,2179,61663
17615,,immediate,t,2274,65035
17616,,immediate,t,2199,72431
17617,,immediate,t,2050,61669
17618,,immediate,t,1901,61670
17619,,immediate,t,1899,61671
17620,,immediate,t,2072,72432
17621,,immediate,t,1888,72433
17622,,immediate,t,2265,72434
17623,,immediate,t,2159,72435
17624,,immediate,t,1973,61676
17625,,immediate,t,1869,72436
17626,,immediate,t,1704,72437
17627,,immediate,t,1188,71451
17628,,immediate,t,1235,71452
17629,,immediate,t,2151,71453
17630,,immediate,t,1312,72438
17631,,immediate,t,1778,72439
17632,,immediate,t,1236,72440
17633,,immediate,t,1317,72441
17634,,immediate,t,2234,72442
17635,,immediate,t,2040,71457
17636,,immediate,t,1178,72443
17637,,immediate,t,2035,72444
17638,,immediate,t,1711,72445
17639,,immediate,t,1741,71460
17640,,immediate,t,1865,72446
17641,,immediate,t,1727,72447
17642,,immediate,t,1755,61690
17643,,immediate,t,2071,61691
17644,,immediate,t,1241,71461
17645,,immediate,t,1876,65045
17646,,immediate,t,1257,65046
17647,,immediate,t,1132,61695
17648,,immediate,t,1189,72448
17649,,immediate,t,1673,72449
17650,,immediate,t,1304,61697
17651,,immediate,t,2320,71130
17652,,immediate,t,1395,72450
17653,,immediate,t,1670,72215
17654,,immediate,t,1723,72451
17655,,immediate,t,1364,72452
17656,,immediate,t,1733,72453
17657,,immediate,t,1330,72454
17658,,immediate,t,1947,71193
17659,,immediate,t,1350,72455
17660,,immediate,t,2388,72456
17661,,immediate,t,2041,72457
17662,,immediate,t,2019,72458
17663,,immediate,t,1724,72459
17664,,immediate,t,2067,64907
17665,,immediate,t,2042,72460
17666,,immediate,t,1676,72461
17667,,immediate,t,2247,72462
17668,,immediate,t,1743,61441
17669,,immediate,t,1131,72463
17670,,immediate,t,2338,72464
17671,,immediate,t,2146,72465
17672,,immediate,t,1903,72466
17673,,immediate,t,2046,72467
17674,,immediate,t,1248,72468
17675,,immediate,t,1854,72469
17676,,immediate,t,2290,72470
17677,,immediate,t,1392,72471
17678,,immediate,t,2100,72472
17679,,immediate,t,2122,72317
17680,,immediate,t,1388,72473
17681,,immediate,t,2287,72474
17682,,immediate,t,2426,72475
17683,,immediate,t,1493,72476
17684,,immediate,t,2043,72477
17685,,immediate,t,1444,71342
17686,,immediate,t,2336,72478
17687,,immediate,t,2198,72479
17688,,immediate,t,2055,71344
17689,,immediate,t,2180,72480
17690,,immediate,t,2256,72481
17691,,immediate,t,1370,72482
17692,,immediate,t,2038,72483
17693,,immediate,t,1922,74988
17694,,immediate,t,1976,72484
17695,,immediate,t,1814,72485
17696,,immediate,t,1181,72486
17697,,immediate,t,2080,72487
17698,,immediate,t,1270,72178
17699,,immediate,t,1488,72488
17700,,immediate,t,1603,72489
17701,,immediate,t,1605,72490
17702,,immediate,t,1862,72491
17703,,immediate,t,2145,72492
17704,,immediate,t,1535,72493
17705,,immediate,t,2258,72494
17706,,immediate,t,1245,72495
17707,,immediate,t,2379,72496
17708,,immediate,t,2386,72497
17709,,immediate,t,2172,72498
17710,,immediate,t,1516,72499
17711,,immediate,t,1537,72500
17712,,immediate,t,1541,72501
17713,,immediate,t,2281,61680
17714,,immediate,t,1983,72502
17715,,immediate,t,1877,71454
17716,,immediate,t,1943,72503
17717,,immediate,t,1875,65043
17718,,immediate,t,1185,72504
17719,,immediate,t,1783,72505
17720,,immediate,t,1536,72506
17721,,immediate,t,1527,72507
17722,,immediate,t,1129,72508
17723,,immediate,t,1619,72509
17724,,immediate,t,1281,72510
17725,,immediate,t,1353,72511
17726,,immediate,t,2378,72512
17727,,immediate,t,2176,72513
17728,,immediate,t,2321,72514
17729,,immediate,t,1769,72515
17730,,earlier,t,1409,64346
17731,,earlier,t,1878,69392
17732,,earlier,t,1717,72516
17733,,earlier,t,1526,69429
17734,,earlier,t,1143,72517
17735,,earlier,t,1948,72518
17736,,earlier,t,2136,72519
17737,,earlier,t,1531,72520
17738,,earlier,t,2059,72521
17739,,earlier,t,1718,72522
17740,,earlier,t,1164,72523
17741,,earlier,t,2427,72524
17742,,earlier,t,2119,72525
17743,,earlier,t,2170,72526
17744,,earlier,t,1396,72527
17745,,earlier,t,2420,72528
17746,,earlier,t,2007,72529
17747,,earlier,t,2133,72530
17748,,earlier,t,1367,65462
17749,,earlier,t,2036,72531
17750,,earlier,t,1357,72532
17751,,earlier,t,1639,72533
17752,,earlier,t,2177,72534
17753,,earlier,t,1233,72535
17754,,earlier,t,1393,72536
17755,,earlier,t,2033,72537
17756,,earlier,t,1242,72538
17757,,earlier,t,1744,72539
17758,,earlier,t,1946,72540
17759,,earlier,t,2432,72541
17760,,earlier,t,1356,72542
17761,,earlier,t,1320,72543
17762,,earlier,t,1637,61435
17763,,earlier,t,1742,72544
17764,,earlier,t,2429,72545
17765,,earlier,t,2405,72546
17766,,earlier,t,1227,72547
17767,,earlier,t,1289,72548
17768,,earlier,t,2263,72549
17769,,earlier,t,1934,72550
17770,,earlier,t,1666,72551
17771,,earlier,t,2155,72552
17772,,earlier,t,2395,72553
17773,,earlier,t,1360,72554
17774,,earlier,t,1148,72555
17775,,earlier,t,1446,72556
17776,,earlier,t,1904,69193
17777,,earlier,t,1244,72557
17778,,earlier,t,1562,72558
17779,,earlier,t,2340,72559
17780,,earlier,t,1249,72560
17781,,earlier,t,1228,72561
17782,,earlier,t,1194,72562
17783,,earlier,t,1873,64520
17784,,earlier,t,1856,72563
17785,,earlier,t,2128,72564
17786,,earlier,t,1386,72565
17787,,earlier,t,1542,72566
17788,,earlier,t,1497,64953
17789,,earlier,t,2191,72567
17790,,earlier,t,1647,72568
17791,,earlier,t,2257,72569
17792,,earlier,t,1176,72570
17793,,earlier,t,2162,72571
17794,,earlier,t,1243,72572
17795,,earlier,t,1474,72573
17796,,earlier,t,1166,72125
17797,,earlier,t,2056,69229
17798,,earlier,t,1923,72574
17799,,earlier,t,2359,72575
17800,,earlier,t,2089,72576
17801,,earlier,t,1941,72577
17802,,earlier,t,2377,64978
17803,,earlier,t,2295,72578
17804,,earlier,t,2171,72579
17805,,earlier,t,2334,72580
17806,,earlier,t,1140,72581
17807,,earlier,t,2337,72582
17808,,earlier,t,2283,64997
17809,,earlier,t,2123,65002
17810,,earlier,t,2389,72583
17811,,earlier,t,2275,72584
17812,,earlier,t,2126,72585
17813,,earlier,t,1180,72586
17814,,earlier,t,1397,72587
17815,,earlier,t,2130,72588
17816,,earlier,t,2262,72589
17817,,earlier,t,2232,72590
17818,,earlier,t,1403,66767
17819,,earlier,t,1150,66768
17820,,earlier,t,2118,69286
17821,,earlier,t,1722,72591
17822,,earlier,t,2317,72592
17823,,earlier,t,1151,72593
17824,,earlier,t,2189,64779
17825,,earlier,t,1147,72594
17826,,earlier,t,1881,69320
17827,,earlier,t,1590,72595
17828,,earlier,t,2065,61657
17829,,earlier,t,1447,72596
17830,,earlier,t,1870,72597
17831,,earlier,t,1973,72598
17832,,earlier,t,1236,72599
17833,,earlier,t,1317,72600
17834,,earlier,t,2234,72601
17835,,earlier,t,1395,72602
17836,,earlier,t,1364,72603
17837,,earlier,t,1710,72604
17838,,earlier,t,2388,72605
17839,,earlier,t,1724,72606
17840,,earlier,t,2247,61438
17841,,earlier,t,1903,69193
17842,,earlier,t,2046,72607
17843,,earlier,t,1248,72608
17844,,earlier,t,1854,72609
17845,,earlier,t,2100,72610
17846,,earlier,t,2122,72564
17847,,earlier,t,2426,72611
17848,,earlier,t,2336,66692
