ID,Name,Description,SemanticField,BorrowedScore,AgeScore,SimplicityScore,SemanticCategory,IDS_code,TypicalContext,CoreList
12-02,beside,,Spatial relations,0.0708502024291,0.809311740891,0.784412955466,Function word,12.02,Beside the house there are some trees.,true
12-03,down,,Spatial relations,0.0477748691099,0.84057591623,0.772251308901,Function word,12.03,She looked down into the well.,true
12-04,before,,Spatial relations,0.0951219512195,0.831707317073,0.824390243902,Function word,12.04,Before the war people freely crossed the border.,true
12-041,in front of,,Spatial relations,0.0551020408163,0.796734693878,0.718367346939,Function word,12.041,In front of the house is a white gate.,true
12-05,inside,,Spatial relations,0.0791139240506,0.805063291139,0.784810126582,Function word,12.05,What's inside the box?,true
12-06,outside,,Spatial relations,0.050796812749,0.809960159363,0.804780876494,Function word,12.06,It's cold outside.,true
12-07,under,,Spatial relations,0.0344086021505,0.788387096774,0.806451612903,Function word,12.07,He hid under the table.,true
12-08,up,,Spatial relations,0.0,0.842592592593,0.783564814815,Function word,12.08,She looked up into the sky.,true
12-11,the place,,Spatial relations,0.254817987152,0.850107066381,0.960653104925,Noun,12.11,"This place is too hot, let's look for a cooler place.",true
1-99904,the constellation,,The physical world,0.0,1.0,1.0,Noun,,,false
12-12,to put,,Spatial relations,0.0633406318424,0.815139192993,0.85924304035,Verb,12.12,He put the book on the table.,true
12-13,to sit,,Spatial relations,0.0886075949367,0.853164556962,0.892405063291,Verb,12.13,Let's sit under the tree.,true
12-14,to lie down,,Spatial relations,0.01875,0.855357142857,0.839285714286,Verb,12.14,She lay down in her bed but could not fall asleep.,true
12-15,to stand,,Spatial relations,0.0190920661858,0.836656767077,0.888629613916,Verb,12.15,He got tired of standing and sat down.,true
12-16,to remain,,Spatial relations,0.135593220339,0.844444444444,0.915254237288,Verb,12.16,I plan to remain here for a week.,true
12-17,the remains,,Spatial relations,0.229274611399,0.808808290155,0.772020725389,Noun,12.17,"After the earthquake, some people continued to live in the remains of their homes.",true
12-21,to gather,(transitive),Spatial relations,0.144827586207,0.804137931034,0.863793103448,Verb,12.21,He gathered wild mushrooms for dinner.,true
12-212,to pick up,,Spatial relations,0.099593495935,0.82310298103,0.803184281843,Verb,12.212,She picked up the stone and then threw it down again.,true
12-213,to pile up,(transitive),Spatial relations,0.167346938776,0.782857142857,0.740816326531,Verb,12.213,He piled up the mushrooms he had collected.,true
12-22,to join,(transitive),Spatial relations,0.173306772908,0.861354581673,0.786852589641,Verb,12.22,He joined the two boards with nails.,true
12-23,to separate,(transitive),Spatial relations,0.179767359887,0.7836446951,0.817589002467,Verb,12.23,He separated the two boards by pulling out the nails.,true
12-232,to divide,(transitive),Spatial relations,0.185915492958,0.83661971831,0.843661971831,Verb,12.232,She divided the bananas equally among the children.,true
12-24,to open,(transitive),Spatial relations,0.104895104895,0.837762237762,0.858391608392,Verb,12.24,He opened the door and went out.,true
12-25,to shut,(transitive),Spatial relations,0.178095611285,0.837304075235,0.853056426332,Verb,12.25,"After coming in, he shut the door.",true
12-26,to cover,,Spatial relations,0.0912828947368,0.851480263158,0.851973684211,Verb,12.26,He covered the child with a blanket.,true
12-27,to hide,‘conceal’ (transitive),Spatial relations,0.0717131474104,0.872908366534,0.913346613546,Verb,12.27,"Hide your money here, so no one can find it.",true
12-31,high,,Spatial relations,0.124452782989,0.841776110069,0.839899937461,Adjective,12.31,The eagle flew so high it was hardly visible.,true
12-32,low,,Spatial relations,0.104931192661,0.818577981651,0.852064220183,Adjective,12.32,The bat flew so low its wings brushed against the bush.,true
12-33,the top,,Spatial relations,0.255509899141,0.843668285394,0.924355621965,Noun,12.33,The top of the tree caught fire.,true
12-34,the bottom,,Spatial relations,0.0922982885086,0.817848410758,0.932762836186,Noun,12.34,The coin was lying on the bottom of the pond.,true
12-35,the end(1),(spatial),Spatial relations,0.0969761759316,0.837080024435,0.893097128894,Noun,12.35,At the end of the village stood a small house.,true
12-352,pointed,,Spatial relations,0.14693877551,0.81387755102,0.797959183673,Adjective,12.352,He pierced the leather with a pointed knife.,true
12-353,the edge,,Spatial relations,0.128514056225,0.884337349398,0.963855421687,Noun,12.353,,true
12-36,the side,,Spatial relations,0.139556377079,0.78595194085,0.916820702403,Noun,12.36,There were trees on both sides of the house.,true
12-37,the middle,center,Spatial relations,0.154411764706,0.857720588235,0.867647058824,Noun,12.37,,true
12-41,right(1),,Spatial relations,0.0362903225806,0.842338709677,0.872983870968,Adjective,12.41,on the right side,true
12-42,left,,Spatial relations,0.15,0.814444444444,0.905555555556,Adjective,12.42,on the left side,true
12-43,near,(adverb),Spatial relations,0.117283950617,0.803703703704,0.898148148148,Adverb,12.43,She was standing near enough to hear what they said.,true
12-44,far,(adverb),Spatial relations,0.0559701492537,0.818407960199,0.94776119403,Adverb,12.44,,true
12-45,the east,,Spatial relations,0.233695652174,0.797826086957,0.788043478261,Noun,12.45,,true
12-46,the west,,Spatial relations,0.244444444444,0.773333333333,0.788888888889,Noun,12.46,,true
12-47,the north,,Spatial relations,0.204819277108,0.778313253012,0.801204819277,Noun,12.47,,true
12-48,the south,,Spatial relations,0.255952380952,0.802380952381,0.815476190476,Noun,12.48,,true
12-53,to grow,,Spatial relations,0.0390070921986,0.832978723404,0.851063829787,Verb,12.53,,true
12-54,to measure,(transitive),Spatial relations,0.196202531646,0.80253164557,0.838607594937,Verb,12.54,,true
12-541,the fathom,"‘a unit of length (originally outstretched arms), equal to about 1.8 metres’",Spatial relations,0.166666666667,0.845833333333,0.958333333333,Noun,12.541,,true
12-55,big,,Spatial relations,0.110869565217,0.88,0.980434782609,Adjective,12.55,,true
12-56,small,,Spatial relations,0.0910470409712,0.854324734446,0.965857359636,Adjective,12.56,,true
12-57,long,,Spatial relations,0.0439783491204,0.887686062246,0.898060442039,Adjective,12.57,,true
12-58,tall,,Spatial relations,0.0756073376301,0.866137828458,0.835894893406,Adjective,12.58,,true
12-59,short,,Spatial relations,0.0989583333333,0.751041666667,0.850694444444,Adjective,12.59,,true
12-61,wide,,Spatial relations,0.045,0.835,0.885,Adjective,12.61,,true
12-62,narrow,,Spatial relations,0.09375,0.791666666667,0.838541666667,Adjective,12.62,,true
12-63,thick,"(in dimension; as opposed to thick in density, e.g. thick soup, hair)",Spatial relations,0.049504950495,0.863366336634,0.905940594059,Adjective,12.63,a thick board,true
12-65,thin,"(in dimension; as opposed to thin in density, e.g. thin soup, hair)",Spatial relations,0.126315789474,0.887368421053,0.897368421053,Adjective,12.65,a thin board,true
12-67,deep,,Spatial relations,0.148331273177,0.833127317676,0.902760609806,Adjective,12.67,,true
12-68,shallow,,Spatial relations,0.0967741935484,0.798156682028,0.815668202765,Adjective,12.68,,true
12-71,flat,,Spatial relations,0.290322580645,0.832258064516,0.884408602151,Adjective,12.71,,true
12-73,straight,,Spatial relations,0.131632653061,0.795102040816,0.871428571429,Adjective,12.73,,true
12-74,crooked,(opposite of straight),Spatial relations,0.100684931507,0.864657534247,0.85,Adjective,12.74,,true
12-75,the hook,,Spatial relations,0.219827586207,0.809051724138,0.890086206897,Noun,12.75,,true
12-76,the corner,,Spatial relations,0.196790540541,0.817905405405,0.959459459459,Noun,12.76,,true
12-77,the cross,,Spatial relations,0.5,0.78,0.86875,Noun,12.77,,true
12-78,the square,,Spatial relations,0.450892857143,0.75625,0.765625,Noun,12.78,,true
12-81,round,,Spatial relations,0.181985294118,0.870220588235,0.862132352941,Adjective,12.81,,true
12-82,the circle,,Spatial relations,0.252742946708,0.81512539185,0.905956112853,Noun,12.82,,true
12-83,the ball,‘sphere’,Spatial relations,0.570189274448,0.803470031546,0.971608832808,Noun,12.83,,true
12-84,the line,,Spatial relations,0.471264367816,0.85938697318,0.988505747126,Noun,12.84,,true
12-85,the hole,,Spatial relations,0.102459016393,0.82,0.93606557377,Noun,12.85,,true
12-92,similar,,Spatial relations,0.174363057325,0.773566878981,0.832802547771,Adjective,12.92,,true
12-93,to change,,Spatial relations,0.266540642722,0.850850661626,0.829867674858,Verb,12.93,The baby changed her life.,true
13,zero,,Quantity,0.724409448819,0.796850393701,0.952755905512,Function word,13,The number ten is written as a one and a zero.,true
13-01,one,,Quantity,0.130208333333,0.876041666667,0.96875,Function word,13.01,one tree,true
13-02,two,,Quantity,0.230988593156,0.882509505703,0.977186311787,Function word,13.02,two trees,true
13-03,three,,Quantity,0.219101123596,0.892134831461,0.977528089888,Function word,13.03,three trees,true
13-04,four,,Quantity,0.211956521739,0.863043478261,0.961956521739,Function word,13.04,four trees,true
13-05,five,,Quantity,0.228260869565,0.863043478261,0.951086956522,Function word,13.05,five trees,true
13-06,six,,Quantity,0.255813953488,0.855813953488,0.976744186047,Function word,13.06,six trees,true
13-07,seven,,Quantity,0.289772727273,0.879545454545,0.977272727273,Function word,13.07,seven trees,true
13-08,eight,,Quantity,0.255813953488,0.848837209302,0.953488372093,Function word,13.08,eight trees,true
13-09,nine,,Quantity,0.289772727273,0.861363636364,0.965909090909,Function word,13.09,nine trees,true
13-1,ten,,Quantity,0.275862068966,0.868965517241,0.948275862069,Function word,13.1,ten trees,true
13-101,eleven,,Quantity,0.231707317073,0.787804878049,0.676829268293,Function word,13.101,eleven trees,true
13-102,twelve,,Quantity,0.234567901235,0.776543209877,0.666666666667,Function word,13.102,twelve trees,true
13-103,fifteen,,Quantity,0.176829268293,0.770731707317,0.615853658537,Function word,13.103,fifteen trees,true
13-104,twenty,,Quantity,0.225609756098,0.821951219512,0.756097560976,Function word,13.104,twenty trees,true
13-105,a hundred,,Quantity,0.420454545455,0.836363636364,0.914772727273,Function word,13.105,a hundred trees,true
13-106,a thousand,,Quantity,0.581395348837,0.83023255814,0.947674418605,Function word,13.106,a thousand trees,true
13-107,to count,'count objects in a set in order to determine the total',Quantity,0.22972972973,0.835135135135,0.851351351351,Verb,13.107,The teacher was counting the children as they got on the bus.,true
13-14,all,'the complete set of' (applied to a conceptually countable and nonsingular noun),Quantity,0.186956521739,0.858260869565,0.9,Function word,13.14,All the children got on the bus.,true
13-15,many,'a large number of' (applied to a conceptually countable and nonsingular noun),Quantity,0.144230769231,0.805128205128,0.932692307692,Function word,13.15,There are many children on the bus.,true
13-16,more,'a larger number of',Quantity,0.229838709677,0.797983870968,0.854838709677,Function word,13.16,Today I found more mushrooms than yesterday.,true
13-17,few,'a large number of',Quantity,0.0880626223092,0.799217221135,0.864970645793,Function word,13.17,There are few mushrooms in this forest.,true
13-18,enough,,Quantity,0.209558823529,0.800735294118,0.873161764706,Function word,13.18,Today I found enough mushrooms for our supper.,true
13-181,some,'a certain number of' (applied to a conceptually countable and nonsingular noun),Quantity,0.0989010989011,0.765934065934,0.82967032967,Function word,13.181,Today we found some mushrooms.,true
13-19,the crowd,'a large number of people in one place',Quantity,0.289383561644,0.823287671233,0.779109589041,Noun,13.19,There was a large crowd of people waiting outside the theatre.,true
13-21,full,,Quantity,0.106382978723,0.874468085106,0.877659574468,Adjective,13.21,An empty pot is easier to carry than a full pot.,true
13-22,empty,,Quantity,0.135869565217,0.821739130435,0.891304347826,Adjective,13.22,An empty pot is easier to carry than a full pot.,true
13-23,the part,,Quantity,0.243639921722,0.845009784736,0.844422700587,Noun,13.23,The front part of the car was badly damaged.,true
13-24,the half,'either of the two equal parts into which something is divided',Quantity,0.157972440945,0.869488188976,0.837598425197,Noun,13.24,She cut the banana in two halves and gave one half to her husband.,true
13-33,only,,Quantity,0.171568627451,0.810784313725,0.872549019608,Function word,13.33,Saturn is the only planet with rings.,true
13-34,first,,Quantity,0.123287671233,0.844178082192,0.73801369863,Function word,13.34,You are the first person I see today.,true
13-35,last,,Quantity,0.114395886889,0.759468723222,0.700085689803,Function word,13.35,You were last person I saw before going to bed.,true
13-36,second,,Quantity,0.0810810810811,0.833783783784,0.614864864865,Function word,13.36,You are the second person I see today.,true
13-37,the pair,'two things of the same kind that are used together',Quantity,0.355731225296,0.863241106719,0.895256916996,Noun,13.37,a pair of shoes,true
13-38,twice/two times,,Quantity,0.110465116279,0.779069767442,0.558139534884,Function word,13.38,He came over twice today.,true
13-42,third,,Quantity,0.0845070422535,0.814084507042,0.591549295775,Function word,13.42,You are the third person I see today.,true
13-44,three times,,Quantity,0.0897435897436,0.779487179487,0.544871794872,Function word,13.44,He came over three times today.,true
14-11,the time,,Time,0.539467341528,0.833815377199,0.96456977585,Noun,14.11,Only time can heal her pain.,true
14-12,the age,‘time of life’,Time,0.452054794521,0.823287671233,0.873287671233,Noun,14.12,At this age the baby can only drink milk.,true
14-13,new,,Time,0.0804597701149,0.850574712644,0.919540229885,Adjective,14.13,I bought a new car.,true
14-14,young,,Time,0.162790697674,0.831395348837,0.871124031008,Adjective,14.14,He is too young to eat solid foods.,true
14-15,old,,Time,0.103915662651,0.84186746988,0.920180722892,Adjective,14.15,She is so old that all her teeth are gone.,true
14-16,early,,Time,0.175,0.8025,0.86875,Function word,14.16,"Come early, otherwise you won't get any cake.",true
14-17,late,,Time,0.130896226415,0.830660377358,0.833726415094,Function word,14.17,"Don't come late, otherwise you won't get any cake.",true
14-18,now,,Time,0.103159851301,0.831598513011,0.874535315985,Function word,14.18,"I was sick last week, but I'm fine now.",true
14-19,immediately,,Time,0.23359375,0.7646875,0.77265625,Function word,14.19,Come here immediately!,true
14-21,fast,‘quickly’ (adverb),Time,0.10736677116,0.815987460815,0.915360501567,Adverb,14.21,That man runs as fast as a horse.,true
14-22,slow,(adverb),Time,0.0804066543438,0.826247689464,0.880776340111,Adverb,14.22,That horse runs as slow as a human.,true
14-23,to hurry,(intransitive),Time,0.189627228525,0.810048622366,0.810372771475,Verb,14.23,"Please hurry, or we'll be late.",true
14-24,to be late,to tarry,Time,0.166304347826,0.781304347826,0.7,Verb,14.24,"We expected her by 10 o’clock, but she was late.",true
14-25,to begin,(transitive),Time,0.134168157424,0.784615384615,0.855098389982,Verb,14.25,I began the work yesterday.,true
14-252,to last,‘take up’,Time,0.176470588235,0.820588235294,0.779411764706,Verb,14.252,The dry season lasts three months.,true
14-26,the end(2),(temporal),Time,0.131934566145,0.836936936937,0.738027501185,Noun,14.26,At the end of the harvest there is a celebration.,true
14-27,to finish,,Time,0.21518607443,0.795258103241,0.789915966387,Verb,14.27,"I began building my house five years ago, but only finished it this year.",true
14-28,to cease,‘to stop doing something’,Time,0.141949152542,0.823375706215,0.784604519774,Verb,14.28,The two sides promised to cease all hostile acts against each other.,true
14-29,ready,,Time,0.317729083665,0.842231075697,0.835657370518,Adjective,14.29,"I'm ready to go, but my husband is still in the shower.",true
14-31,always,,Time,0.288461538462,0.781730769231,0.802884615385,Function word,14.31,He always comes late.,true
14-32,often,,Time,0.148562300319,0.81214057508,0.787539936102,Function word,14.32,"He often comes late, but today he's on time.",true
14-33,sometimes,,Time,0.0576923076923,0.767307692308,0.639423076923,Function word,14.33,"Sometimes he comes late, but more often he's on time.",true
14-331,soon,,Time,0.0568181818182,0.785,0.802272727273,Function word,14.331,"Don't go yet, he'll be here soon.",true
14-332,for a long time,,Time,0.0825688073394,0.82247706422,0.779816513761,Function word,14.332,"He waited for a long time, but she never came.",true
14-34,never,,Time,0.153846153846,0.765384615385,0.701923076923,Function word,14.34,I never eat pork.,true
14-35,again,,Time,0.112561174551,0.795921696574,0.838499184339,Function word,14.35,"I was there yesterday, but today I'm going again.",true
14-41,the day(1),(as opposed to 'night'),Time,0.13931181486,0.887637028015,0.908647990256,Noun,14.41,"The days are very hot here, but the nights are cool.",true
14-42,the night,,Time,0.0689655172414,0.897701149425,0.933908045977,Noun,14.42,"The days very hot here, but the nights are cool.",true
14-43,the dawn,,Time,0.327272727273,0.795454545455,0.759090909091,Noun,14.43,The sun comes up at dawn.,true
14-44,the morning,,Time,0.144736842105,0.811842105263,0.828947368421,Noun,14.44,The children go to school in the morning.,true
14-45,the midday,,Time,0.103260869565,0.791304347826,0.635869565217,Noun,14.45,We prefer having dinner at midday rather than in the evening.,true
14-451,the afternoon,,Time,0.159198113208,0.840094339623,0.73820754717,Noun,14.451,In the aftertoon I like to take a nap.,true
14-46,the evening,,Time,0.127976190476,0.833333333333,0.877976190476,Noun,14.46,We prefer having dinner at midday rather than in the evening.,true
14-47,today,,Time,0.0477528089888,0.844943820225,0.780898876404,Function word,14.47,"He's not in today, please call again tomorrow morning.",true
14-48,tomorrow,,Time,0.0602409638554,0.815662650602,0.885542168675,Function word,14.48,"He's not in today, please call again tomorrow morning.",true
14-481,the day after tomorrow,(adverbial use),Time,0.0126582278481,0.784810126582,0.664556962025,Function word,14.481,She's leaving tomorrow and coming back the day after tomorrow.,true
14-49,yesterday,,Time,0.0421686746988,0.871084337349,0.921686746988,Function word,14.49,She left the day before yesterday and arrived yesterday.,true
14-491,the day before yesterday,(adverbial use),Time,0.0185185185185,0.797530864198,0.623456790123,Function word,14.491,She left the day before yesterday and arrived yesterday.,true
14-51,the hour,,Time,0.757505773672,0.813394919169,0.930715935335,Noun,14.51,The day here lasts 15 hours in midsummer.,true
14-53,the clock,,Time,0.743119266055,0.821100917431,0.93119266055,Noun,14.53,That clock on the wall was bought by my grandfather.,true
14-61,the week,,Time,0.630555555556,0.794444444444,0.933333333333,Noun,14.61,I'm planning to stay for a week or two.,true
14-62,Sunday,,Time,0.490625,0.82625,0.7625,Noun,14.62,On Sunday we go to church.,true
14-63,Monday,,Time,0.536585365854,0.814634146341,0.780487804878,Noun,14.63,On Monday we go to work.,true
14-64,Tuesday,,Time,0.525,0.835,0.79375,Noun,14.64,On Tuesday we're having a party.,true
14-65,Wednesday,,Time,0.542682926829,0.817073170732,0.762195121951,Noun,14.65,On Wednesday there is a holiday.,true
14-66,Thursday,,Time,0.60625,0.825,0.80625,Noun,14.66,On Thursday my mother is arriving.,true
14-67,Friday,,Time,0.573170731707,0.807317073171,0.829268292683,Noun,14.67,On Friday we go to the mosque.,true
14-68,Saturday,,Time,0.660714285714,0.82619047619,0.839285714286,Noun,14.68,On Saturday we go to the synagogue.,true
14-71,the month,,Time,0.192196531792,0.880346820809,0.973988439306,Noun,14.71,There are twelve months in a year.,true
14-73,the year,,Time,0.186170212766,0.889787234043,0.971276595745,Noun,14.73,A year normally lasts 365 days.,true
14-74,the winter,,Time,0.0897435897436,0.826923076923,0.826923076923,Noun,14.74,The winters are very cold here.,true
14-75,the spring(2),,Time,0.160447761194,0.805970149254,0.768656716418,Noun,14.75,The tree blooms in the spring.,true
14-76,the summer,,Time,0.128537735849,0.850943396226,0.837264150943,Noun,14.76,The summers are very hot here.,true
14-77,the autumn/fall,,Time,0.157142857143,0.82,0.807142857143,Noun,14.77,In the autumn it gets cooler.,true
14-78,the season,,Time,0.380434782609,0.747391304348,0.830434782609,Noun,14.78,"There are only two seasons here, the dry season and the wet season.",true
15-21,to smell(1),'(intransitive) to have a particular smell',Sense perception,0.11408677022,0.810926620246,0.724156400643,Verb,15.21,The flower smells pleasant.,true
15-89,wrinkled,,Sense perception,0.0752688172043,0.755913978495,0.661290322581,Adjective,15.89,the wrinkled face of a 90-year old man,true
15-212,to sniff,'to inhale through one's nose in order to smell something',Sense perception,0.114606741573,0.840898876404,0.77191011236,Verb,15.212,He opened the milk and sniffed it.,true
15-22,to smell(2),'(transitive) to notice a particular smell',Sense perception,0.100421718503,0.790195044808,0.745651027939,Verb,15.22,I think I smell gas!,true
15-25,fragrant,‘good smelling’,Sense perception,0.104395604396,0.824175824176,0.686813186813,Adjective,15.25,,true
15-26,stinking,‘bad smelling’,Sense perception,0.0179282868526,0.824302788845,0.719123505976,Adjective,15.26,,true
15-31,to taste,'have a particular taste',Sense perception,0.238775510204,0.775918367347,0.736734693878,Verb,15.31,This soup tastes very good.,true
15-35,sweet,,Sense perception,0.0863095238095,0.853571428571,0.886904761905,Adjective,15.35,The ripe fruit is sweet.,true
15-36,salty,,Sense perception,0.0590277777778,0.836111111111,0.770833333333,Adjective,15.36,"The soup is too salty, add some water.",true
15-37,bitter,,Sense perception,0.0253164556962,0.867088607595,0.889240506329,Adjective,15.37,"The medicine is bitter, take it with honey.",true
15-38,sour,,Sense perception,0.0631868131868,0.813186813187,0.887362637363,Adjective,15.38,Sprinkle a little sugar over the strawberries if they are sour.,true
15-39,brackish,brackish water: 'water that is not pure but is slightly salty',Sense perception,0.18085106383,0.768085106383,0.702127659574,Adjective,15.39,brackish water,true
15-41,to hear,,Sense perception,0.0469934310258,0.815058110157,0.894643759474,Verb,15.41,I heard the sound of rain splashing on the window.,true
15-42,to listen,'pay attention to a sound that one can hear',Sense perception,0.0333509793542,0.858125992589,0.782424563261,Verb,15.42,Listen to the strange noise in the engine.,true
15-44,the sound or noise,'something that one can hear',Sense perception,0.185069984448,0.796889580093,0.902021772939,Noun,15.44,There were strange sounds coming from the next room.,true
15-45,loud,,Sense perception,0.0473684210526,0.806105263158,0.76,Adjective,15.45,The music is very loud.,true
15-46,quiet,'not making much noise',Sense perception,0.163244353183,0.754825462012,0.891170431211,Adjective,15.46,We have to be quiet so as not to wake the baby.,true
15-51,to see,,Sense perception,0.0823293172691,0.848995983936,0.899598393574,Verb,15.51,I see a house in the distance.,true
15-52,to look,,Sense perception,0.0949152542373,0.797627118644,0.935593220339,Verb,15.52,I'm looking but I can't see the house.,true
15-55,to show,,Sense perception,0.0612244897959,0.807606679035,0.724489795918,Verb,15.55,She showed me her house.,true
15-56,to shine,,Sense perception,0.101821192053,0.808278145695,0.771523178808,Verb,15.56,That lamp is shining in my eyes.,true
15-57,bright,'having a lot of light',Sense perception,0.0474433315762,0.81233526621,0.822087506589,Adjective,15.57,I awoke from the bright sunlight.,true
15-61,the colour/color,,Sense perception,0.595541401274,0.75923566879,0.942675159236,Noun,15.61,"My shirt is red, but I'd prefer a different colour.",true
15-62,light(2),(as opposed to dark),Sense perception,0.130988023952,0.813473053892,0.808383233533,Adjective,15.62,,true
15-63,dark,,Sense perception,0.101809954751,0.900904977376,0.867647058824,Adjective,15.63,It is dark in the room because the lamp is broken.,true
15-64,white,,Sense perception,0.158653846154,0.853461538462,0.919230769231,Adjective,15.64,(snow),true
15-65,black,,Sense perception,0.0487804878049,0.867073170732,0.899390243902,Adjective,15.65,(charcoal),true
15-66,red,,Sense perception,0.0735294117647,0.848235294118,0.9,Adjective,15.66,(blood),true
15-67,blue,,Sense perception,0.239889705882,0.813602941176,0.875919117647,Adjective,15.67,(sky),true
15-68,green,,Sense perception,0.167682926829,0.779268292683,0.82825203252,Adjective,15.68,(leaves),true
15-69,yellow,,Sense perception,0.154069767442,0.853488372093,0.877906976744,Adjective,15.69,(yolk of chicken egg),true
15-71,to touch,'put one's hand on something/someone so that one can feel them',Sense perception,0.103406326034,0.783454987835,0.843876723439,Verb,15.71,The child wanted to touch everything.,true
15-712,to pinch,'press a part of someone's flesh very tightly between one's finger and thumb (so that it hurts)',Sense perception,0.130681818182,0.817045454545,0.863636363636,Verb,15.712,"Mum, the boy pinched me!",true
15-72,to feel,'touch something to get a tactile perception of it',Sense perception,0.121141975309,0.813271604938,0.86316872428,Verb,15.72,Feel (the quality of) this cloth!,true
15-74,hard,"'difficult to press down, break or cut'",Sense perception,0.0822942643392,0.859600997506,0.902743142145,Adjective,15.74,Diamond is the hardest substance known to man.,true
15-75,soft,"'not hard, easy to press/break/cut'",Sense perception,0.0848585690516,0.846256239601,0.885191347754,Adjective,15.75,a soft pillow,true
15-76,rough(1),'having an uneven surface',Sense perception,0.149466192171,0.821352313167,0.829181494662,Adjective,15.76,Her hands were rough from hard work.,true
15-77,smooth,"'completely even/flat, so that the hand moves easiy over it'",Sense perception,0.174295774648,0.828873239437,0.87323943662,Adjective,15.77,smooth skin,true
15-78,sharp,,Sense perception,0.099609375,0.815234375,0.84375,Adjective,15.78,The knife is very sharp.,true
15-79,blunt,,Sense perception,0.120253164557,0.76835443038,0.867088607595,Adjective,15.79,This knife is blunt and does not cut well.,true
15-81,heavy,,Sense perception,0.0894039735099,0.883443708609,0.900662251656,Adjective,15.81,The suitcase is too heavy for me to carry.,true
15-82,light(1),(in weight),Sense perception,0.0775862068966,0.838793103448,0.853448275862,Adjective,15.82,"You can carry this bag, it's fairly light.",true
15-83,wet,'covered in or full of liquid',Sense perception,0.0975,0.855,0.875,Adjective,15.83,"He fell into the water, so his clothes are now wet.",true
15-84,dry,'without water or liquid inside or on the surface',Sense perception,0.0842696629213,0.844943820225,0.837078651685,Adjective,15.84,The clothes were in the sun for a long time and are now dry.,true
15-85,hot,,Sense perception,0.0858938547486,0.84748603352,0.849162011173,Adjective,15.85,It's better to do the work now because later it'll be too hot.,true
15-851,warm,,Sense perception,0.0901287553648,0.830042918455,0.871244635193,Adjective,15.851,"The sun is shining and there's no wind, so it's warm and you can go out without a coat.",true
15-86,cold,,Sense perception,0.0994897959184,0.870408163265,0.877551020408,Adjective,15.86,"It's cold outside, so you need warm clothes.",true
15-87,clean,,Sense perception,0.13876146789,0.810091743119,0.827981651376,Adjective,15.87,"I washed my hands, so now they are clean.",true
15-88,dirty,,Sense perception,0.133757961783,0.796815286624,0.824840764331,Adjective,15.88,"My hands are dirty from the work, so I need to wash them before the meal.",true
16-11,the soul or spirit,,Emotions and values,0.399671052632,0.892434210526,0.935855263158,Noun,16.11,,true
16-15,surprised or astonished,,Emotions and values,0.230392156863,0.761764705882,0.745098039216,Adjective,16.15,,true
16-18,the good luck,,Emotions and values,0.440414507772,0.779274611399,0.80310880829,Noun,16.18,,true
16-19,the bad luck,,Emotions and values,0.225609756098,0.801219512195,0.689024390244,Noun,16.19,,true
16-23,happy,,Emotions and values,0.181415929204,0.779646017699,0.796460176991,Adjective,16.23,,true
16-25,to laugh,,Emotions and values,0.0581395348837,0.837209302326,0.90988372093,Verb,16.25,,true
16-251,to smile,,Emotions and values,0.1375,0.785,0.728125,Verb,16.251,,true
16-26,to play,,Emotions and values,0.0426829268293,0.826829268293,0.853658536585,Verb,16.26,,true
16-27,to love,,Emotions and values,0.153241650295,0.837328094303,0.840864440079,Verb,16.27,I love you.,true
16-29,to kiss,,Emotions and values,0.196132596685,0.827624309392,0.817679558011,Verb,16.29,,true
16-3,to embrace,,Emotions and values,0.18045112782,0.821804511278,0.832706766917,Verb,16.3,,true
16-31,the pain,,Emotions and values,0.12380952381,0.808571428571,0.783333333333,Noun,16.31,,true
16-32,the grief,,Emotions and values,0.337370242215,0.775778546713,0.787197231834,Noun,16.32,,true
16-33,the anxiety,,Emotions and values,0.145328719723,0.773356401384,0.700692041522,Noun,16.33,,true
16-34,to regret or be sorry,,Emotions and values,0.269033674963,0.816251830161,0.738286969253,Verb,16.34,I regret my mistake./I am sorrry about my mistake.,true
16-35,the pity,,Emotions and values,0.3046875,0.7890625,0.755859375,Noun,16.35,,true
16-37,to cry,‘to weep’,Emotions and values,0.12915851272,0.868101761252,0.920743639922,Verb,16.37,,true
16-38,the tear,,Emotions and values,0.0625,0.8125,0.81875,Noun,16.38,,true
16-39,to groan,,Emotions and values,0.140718562874,0.795209580838,0.850299401198,Verb,16.39,,true
16-41,to hate,,Emotions and values,0.109826589595,0.821965317919,0.777456647399,Verb,16.41,,true
16-42,the anger,,Emotions and values,0.216165413534,0.830827067669,0.821428571429,Noun,16.42,,true
16-44,the envy or jealousy,,Emotions and values,0.286956521739,0.81652173913,0.804347826087,Noun,16.44,,true
16-45,the shame,,Emotions and values,0.116666666667,0.824444444444,0.844444444444,Noun,16.45,,true
16-48,proud,,Emotions and values,0.325301204819,0.812048192771,0.759036144578,Adjective,16.48,,true
16-51,to dare,,Emotions and values,0.2421875,0.83125,0.796875,Verb,16.51,,true
16-52,brave,,Emotions and values,0.284638554217,0.747891566265,0.756024096386,Adjective,16.52,,true
16-53,the fear,,Emotions and values,0.120879120879,0.889010989011,0.848901098901,Noun,16.53,,true
16-54,the danger,,Emotions and values,0.358851674641,0.810526315789,0.852870813397,Noun,16.54,,true
